mach;aoa;cl;cm;fidelity
0.7;0.0;0.22206958830223372;-1.4435852991410562e-05;low
0.7;0.1666666666666666;0.24836858569630232;4.219837660099927e-06;low
0.7;0.3333333333333333;0.2754820580283269;-8.271854042997382e-07;low
0.7;0.5;0.2970209584340964;9.484166653681101e-08;low
0.7;0.6666666666666666;0.3183543003730397;9.272212607882577e-10;low
0.7;0.8333333333333333;0.34055229360206457;1.2822116448022245e-07;low
0.7;1.0;0.36291772862354577;-8.747573518022228e-07;low
0.7;1.1666666666666663;0.3843296862439399;3.5285055440386755e-06;low
0.7;1.3333333333333333;0.4053533353813662;-8.440457251413898e-06;low
0.7;1.5;0.4272932679113939;9.19453369743912e-06;low
0.7;1.6666666666666663;0.4490037303896667;9.745937464008292e-05;low
0.7;1.8333333333333333;0.4703394996381381;-0.0010958075788296;low
0.7;2.0;0.4874791145872293;0.0049980109585716;low
0.7;2.1666666666666665;0.5049776771690919;0.0110859191954345;low
0.7;2.333333333333333;0.5253104024674926;0.0098947395513644;low
0.7;2.5;0.5409478663743893;0.0099828654922479;low
0.7;2.6666666666666665;0.5562552316391228;0.0100004725257674;low
0.7;2.833333333333333;0.5758250474666766;0.0099885219082522;low
0.7;3.0;0.5939383486080395;0.0099929208910296;low
0.7;3.1666666666666665;0.6092596962160169;0.0099919113570062;low
0.7;3.333333333333333;0.624386230193321;0.0099920527730083;low
0.7;3.5;0.6336867658922645;0.0099920317961629;low
0.7;3.6666666666666665;0.6487322099667113;0.0099921955425631;low
0.7;3.833333333333333;0.661199634157994;0.0099912717344639;low
0.7;4.0;0.6709160823386285;0.0099946937450325;low
0.7058333333333333;0.0;0.22040450833521083;0.0018163302965872;low
0.7058333333333333;0.1666666666666666;0.24611900997544034;0.0018322519243085;low
0.7058333333333333;0.3333333333333333;0.2725250815342773;0.001829308395577;low
0.7058333333333333;0.5;0.2952592247394211;0.0018263657890353;low
0.7058333333333333;0.6666666666666666;0.3166427056733136;0.0018236864952889;low
0.7058333333333333;0.8333333333333333;0.34029658411282393;0.001905624516183;low
0.7058333333333333;1.0;0.3635750384175794;0.0012995985933842;low
0.7058333333333333;1.1666666666666663;0.3871013901552246;0.0009534537287031;low
0.7058333333333333;1.3333333333333333;0.41103791320271504;0.0011616809133456;low
0.7058333333333333;1.5;0.43406914228655574;0.0011025252001889;low
0.7058333333333333;1.6666666666666663;0.4562115021728306;0.0004390395107918;low
0.7058333333333333;1.8333333333333333;0.47775089555526407;-0.0005837567410364;low
0.7058333333333333;2.0;0.4962387592669039;0.0041488413158052;low
0.7058333333333333;2.1666666666666665;0.513778408319647;0.008415915023116;low
0.7058333333333333;2.333333333333333;0.5322300842994073;0.0068955706936388;low
0.7058333333333333;2.5;0.5483899664621337;0.0071292074024261;low
0.7058333333333333;2.6666666666666665;0.5615838555599377;0.0065105285498499;low
0.7058333333333333;2.833333333333333;0.5790992414988487;0.0058071444358415;low
0.7058333333333333;3.0;0.5956189119451163;0.0051477654192313;low
0.7058333333333333;3.1666666666666665;0.6086440418916751;0.0047371255704385;low
0.7058333333333333;3.333333333333333;0.6206831980178734;0.0047478985770025;low
0.7058333333333333;3.5;0.6288093975713382;0.0040827600073116;low
0.7058333333333333;3.6666666666666665;0.6409532828164521;0.0033750958448149;low
0.7058333333333333;3.833333333333333;0.6505830389218712;0.0027259902349675;low
0.7058333333333333;4.0;0.6587604328902296;0.0018781580769839;low
0.7116666666666667;0.0;0.21872034984494354;0.0034716151449994;low
0.7116666666666667;0.1666666666666666;0.24394200083416887;0.0034849506430165;low
0.7116666666666667;0.3333333333333333;0.2697530344866076;0.0034837097061397;low
0.7116666666666667;0.5;0.29356109867167995;0.0034778966339172;low
0.7116666666666667;0.6666666666666666;0.3149642843579249;0.0034733189678933;low
0.7116666666666667;0.8333333333333333;0.33985094937382976;0.00361541542829;low
0.7116666666666667;1.0;0.3639612548082531;0.0025644635801166;low
0.7116666666666667;1.1666666666666663;0.38929882612291195;0.001960342373325;low
0.7116666666666667;1.3333333333333333;0.415683757089542;0.0023309037960117;low
0.7116666666666667;1.5;0.4396538116653661;0.0022147217845718;low
0.7116666666666667;1.6666666666666663;0.46211003443249854;0.0009955107414946;low
0.7116666666666667;1.8333333333333333;0.48376083885191057;0.0001349540259013;low
0.7116666666666667;2.0;0.5033960169287297;0.0036779070047695;low
0.7116666666666667;2.1666666666666665;0.5209411470964836;0.0064167361964555;low
0.7116666666666667;2.333333333333333;0.5376873659000784;0.0046907203894973;low
0.7116666666666667;2.5;0.5542537642820944;0.00502879964081;low
0.7116666666666667;2.6666666666666665;0.5655949046585951;0.0039409564621756;low
0.7116666666666667;2.833333333333333;0.5812710162596547;0.0027286092964778;low
0.7116666666666667;3.0;0.596333192517889;0.0015800478524872;low
0.7116666666666667;3.1666666666666665;0.6072903257228147;0.0008675806468531;low
0.7116666666666667;3.333333333333333;0.6165917157696283;0.0008862036153515;low
0.7116666666666667;3.5;0.6237324181550957;-0.0002690154805429;low
0.7116666666666667;3.6666666666666665;0.6333055081428546;-0.0014994838850127;low
0.7116666666666667;3.833333333333333;0.6404263546953515;-0.0026207736638771;low
0.7116666666666667;4.0;0.6472419990956091;-0.0041173816125714;low
0.7174999999999999;0.0;0.2170170907920596;0.0049515571412033;low
0.7174999999999999;0.1666666666666666;0.24183767164813444;0.0049624541109804;low
0.7174999999999999;0.3333333333333333;0.26716628616471777;0.0049625153218424;low
0.7174999999999999;0.5;0.2919266585974168;0.0049548249282557;low
0.7174999999999999;0.6666666666666666;0.31331907736553005;0.0049490351982366;low
0.7174999999999999;0.8333333333333333;0.3392153276827597;0.0051296604613645;low
0.7174999999999999;1.0;0.3640764546478024;0.0037937415941275;low
0.7174999999999999;1.1666666666666663;0.390922925243372;0.0030241669944401;low
0.7174999999999999;1.3333333333333333;0.41929444326014265;0.0034992286012407;low
0.7174999999999999;1.5;0.444052234220479;0.0033457741893021;low
0.7174999999999999;1.6666666666666663;0.46670512069313796;0.0017668159605361;low
0.7174999999999999;1.8333333333333333;0.4883756904858104;0.0010602537986322;low
0.7174999999999999;2.0;0.508959585453942;0.0035852931558461;low
0.7174999999999999;2.1666666666666665;0.5264748404169046;0.0050890247614964;low
0.7174999999999999;2.333333333333333;0.5416883830121377;0.0032810268804875;low
0.7174999999999999;2.5;0.5585464081483209;0.0036823994555268;low
0.7174999999999999;2.6666666666666665;0.5682924869594033;0.0022928883085159;low
0.7174999999999999;2.833333333333333;0.5823422466860586;0.0007545418234856;low
0.7174999999999999;3.0;0.5960817342210032;-0.0007080497818713;low
0.7174999999999999;3.1666666666666665;0.6051977570354978;-0.0016141569064154;low
0.7174999999999999;3.333333333333333;0.6121105300129077;-0.0015904759585713;low
0.7174999999999999;3.5;0.6184550396633127;-0.0030600490694545;low
0.7174999999999999;3.6666666666666665;0.6257897592833125;-0.0046274758006197;low
0.7174999999999999;3.833333333333333;0.6307335019667946;-0.0060441069744236;low
0.7174999999999999;4.0;0.636366941272382;-0.0079858337374392;low
0.7233333333333333;0.0;0.21529470888484628;0.0062562800606679;low
0.7233333333333333;0.1666666666666666;0.239806132023926;0.0062648857965233;low
0.7233333333333333;0.3333333333333333;0.264765181227305;0.0062658491023254;low
0.7233333333333333;0.5;0.29035597995302004;0.0062572736741278;low
0.7233333333333333;0.6666666666666666;0.3117071248294866;0.0062509576038565;low
0.7233333333333333;0.8333333333333333;0.3383896310283642;0.0064485008680434;low
0.7233333333333333;1.0;0.36392066085913166;0.0049874534238314;low
0.7233333333333333;1.1666666666666663;0.3919743755801631;0.0041448985963638;low
0.7233333333333333;1.3333333333333333;0.42187275022454035;0.0046666557391988;low
0.7233333333333333;1.5;0.44726831343532975;0.00449567214611;low
0.7233333333333333;1.6666666666666663;0.47000127236195477;0.0027528760170951;low
0.7233333333333333;1.8333333333333333;0.491600332751402;0.0021920512703109;low
0.7233333333333333;2.0;0.512936222475264;0.0038710165109474;low
0.7233333333333333;2.1666666666666665;0.5303863967376139;0.004433207147615;low
0.7233333333333333;2.333333333333333;0.5442376322787423;0.0026670261435819;low
0.7233333333333333;2.5;0.5612731287831528;0.003090492290045;low
0.7233333333333333;2.6666666666666665;0.5696793644664101;0.0015670502197887;low
0.7233333333333333;2.833333333333333;0.5823138574620176;-0.0001140156558149;low
0.7233333333333333;3.0;0.5948643455834458;-0.0017151279125763;low
0.7233333333333333;3.1666666666666665;0.6023651134218005;-0.0027064408480549;low
0.7233333333333333;3.333333333333333;0.6072382674031246;-0.0026805005607309;low
0.7233333333333333;3.5;0.6129764426423531;-0.0042882588819726;low
0.7233333333333333;3.6666666666666665;0.6184068951482713;-0.0060062691702309;low
0.7233333333333333;3.833333333333333;0.6215082257516287;-0.0075408635443816;low
0.7233333333333333;4.0;0.6261410819109429;-0.009723267102031;low
0.7291666666666666;0.0;0.21355318157888276;0.007385893018304;low
0.7291666666666666;0.1666666666666666;0.23784748779169454;0.007392354531983;low
0.7291666666666666;0.3333333333333333;0.2625500396529876;0.0073938202042694;low
0.7291666666666666;0.5;0.2888491352402063;0.0073853513365399;low
0.7291666666666666;0.6666666666666666;0.31012846607657635;0.0073791941793112;low
0.7291666666666666;0.8333333333333333;0.3373737450746519;0.0075720596661821;low
0.7291666666666666;1.0;0.36349384244175104;0.0061456192552131;low
0.7291666666666666;1.1666666666666663;0.3924536225443748;0.005322506633686;low
0.7291666666666666;1.3333333333333333;0.42342066158017283;0.0058331856197254;low
0.7291666666666666;1.5;0.44930490264424033;0.0056644052161177;low
0.7291666666666666;1.6666666666666663;0.4720017245485029;0.0039535897258981;low
0.7291666666666666;1.8333333333333333;0.4934381760837331;0.0035302347618649;low
0.7291666666666666;2.0;0.5153307562081418;0.0045350254197318;low
0.7291666666666666;2.1666666666666665;0.532680697459355;0.0044494939961946;low
0.7291666666666666;2.333333333333333;0.5453379779442848;0.0028489516362938;low
0.7291666666666666;2.5;0.562437247783547;0.0032532915642551;low
0.7291666666666666;2.6666666666666665;0.5697569569270483;0.0017637620119087;low
0.7291666666666666;2.833333333333333;0.581185824083127;0.000123395491564;low
0.7291666666666666;3.0;0.5926800995737369;-0.0014405704950735;low
0.7291666666666666;3.1666666666666665;0.5987907397851441;-0.002408546568469;low
0.7291666666666666;3.333333333333333;0.6019734341264222;-0.0023831485338679;low
0.7291666666666666;3.5;0.6072957759973447;-0.0039527287031489;low
0.7291666666666666;3.6666666666666665;0.6111577600838609;-0.0056347131014724;low
0.7291666666666666;3.833333333333333;0.6127540936082537;-0.0071096676724174;low
0.7291666666666666;4.0;0.616569901404755;-0.0093279158967136;low
0.735;0.0;0.2117924860766693;0.0083404904798674;low
0.735;0.1666666666666666;0.23596184099803147;0.0083449545250765;low
0.735;0.3333333333333333;0.26052115668521564;0.0083465230928194;low
0.735;0.5;0.2874061940216803;0.0083391518547151;low
0.735;0.6666666666666666;0.30858313962575135;0.0083338385073735;low
0.735;0.8333333333333333;0.3361675291403465;0.0085004416531936;low
0.735;1.0;0.36279591446374737;0.0072682586722534;low
0.735;1.1666666666666663;0.3923608691409255;0.0065569590123138;low
0.735;1.3333333333333333;0.42393936800934295;0.0069988186523326;low
0.735;1.5;0.45016380835435466;0.0068519627899578;low
0.735;1.6666666666666663;0.47270844024211145;0.005368833880206;low
0.735;1.8333333333333333;0.49389116381594295;0.0050746722357787;low
0.735;2.0;0.5161460931988447;0.0055771998512793;low
0.735;2.1666666666666665;0.5333606049948557;0.0051378800760123;low
0.735;2.333333333333333;0.5449906561260857;0.0038267341856784;low
0.735;2.5;0.5620401830020606;0.0041707385782417;low
0.735;2.6666666666666665;0.5685253437677384;0.0028829370095886;low
0.735;2.833333333333333;0.5789571728284038;0.0014666499014937;low
0.735;3.0;0.5895273326569058;0.0001154545173661;low
0.735;3.1666666666666665;0.5944725470484956;-0.0007206716906879;low
0.735;3.333333333333333;0.5963144152908704;-0.0006986167447591;low
0.735;3.5;0.6014121568181099;-0.0020537088348563;low
0.735;3.6666666666666665;0.604043183737079;-0.0035131177420447;low
0.735;3.833333333333333;0.6044744937521457;-0.0047509156883557;low
0.735;4.0;0.6076585340414586;-0.0068001819403632;low
0.7408333333333332;0.0;0.2100125993272522;0.0091201522718326;low
0.7408333333333332;0.1666666666666666;0.23414928989910438;0.009122765368738;low
0.7408333333333332;0.3333333333333333;0.25867880278147276;0.009124037551473;low
0.7408333333333332;0.5;0.28602722291697363;0.0091187546518704;low
0.7408333333333332;0.6666666666666666;0.3070711831869085;0.0091149697687331;low
0.7408333333333332;0.8333333333333333;0.3347708161736182;0.0092337334182674;low
0.7408333333333332;1.0;0.36182673803978704;0.0083553906573413;low
0.7408333333333332;1.1666666666666663;0.39169607608083923;0.0078482220905675;low
0.7408333333333332;1.3333333333333333;0.42342926847885715;0.0081635552462057;low
0.7408333333333332;1.5;0.44984579235024247;0.0080583340878949;low
0.7408333333333332;1.6666666666666663;0.4721221128483648;0.0069984632676298;low
0.7408333333333332;1.8333333333333333;0.4929597748919128;0.0068252113123941;low
0.7408333333333332;2.0;0.5153832229925169;0.0069973514212264;low
0.7408333333333332;2.1666666666666665;0.5324269675034997;0.0064981442853405;low
0.7408333333333332;2.333333333333333;0.5431952766587632;0.0056000020212207;low
0.7408333333333332;2.5;0.5600814508448891;0.0058425025387492;low
0.7408333333333332;2.6666666666666665;0.5659832642021947;0.0049240820940888;low
0.7408333333333332;2.833333333333333;0.5756259796391971;0.0039150382954868;low
0.7408333333333332;3.0;0.5854036431029724;0.0029519953020771;low
0.7408333333333332;3.1666666666666665;0.5894080105251419;0.0023560640935051;low
0.7408333333333332;3.333333333333333;0.5902594742691486;0.002371979578701;low
0.7408333333333332;3.5;0.5953246701988493;0.0014073841375835;low
0.7408333333333332;3.6666666666666665;0.5970639809235413;0.0003567460438076;low
0.7408333333333332;3.833333333333333;0.5966726332685696;-0.0004667754979831;low
0.7408333333333332;4.0;0.5994117642559572;-0.0021426341701298;low
0.7466666666666666;0.0;0.2082134980258446;0.0097249435897387;low
0.7466666666666666;0.1666666666666666;0.23240992895405196;0.0097258520494346;low
0.7466666666666666;0.3333333333333333;0.2570232235667664;0.0097264286904338;low
0.7466666666666666;0.5;0.2847122855984603;0.0097242246434859;low
0.7466666666666666;0.6666666666666666;0.30559263365969025;0.009722652750207;low
0.7466666666666666;0.8333333333333333;0.33318341272208624;0.0097720033524673;low
0.7466666666666666;1.0;0.36058612029515363;0.0094070335916753;low
0.7466666666666666;1.1666666666666663;0.39045896175951494;0.0091962606803296;low
0.7466666666666666;1.3333333333333333;0.42188997064209804;0.0093273958102032;low
0.7466666666666666;1.5;0.44835057258171895;0.0092835081599485;low
0.7466666666666666;1.6666666666666663;0.47024216708539557;0.0088423106887765;low
0.7466666666666666;1.8333333333333333;0.4906430245350051;0.0087816792887271;low
0.7466666666666666;2.0;0.5130412197230779;0.0087952234343603;low
0.7466666666666666;2.1666666666666665;0.5298786202947798;0.0085298497407616;low
0.7466666666666666;2.333333333333333;0.5399498225120256;0.0081680809516076;low
0.7466666666666666;2.5;0.5565586654879884;0.0082679807083407;low
0.7466666666666666;2.6666666666666665;0.5621281155124737;0.0078862979749183;low
0.7466666666666666;2.833333333333333;0.5711893679048589;0.0074672679490008;low
0.7466666666666666;3.0;0.5803058885464302;0.007067316894971;low
0.7466666666666666;3.1666666666666665;0.5835941679516663;0.0068196199522319;low
0.7466666666666666;3.333333333333333;0.5838067519926478;0.006826607770598;low
0.7466666666666666;3.5;0.5890323690515631;0.0064279686664606;low
0.7466666666666666;3.6666666666666665;0.5902209514978087;0.0059716485230301;low
0.7466666666666666;3.833333333333333;0.5893515364242593;0.0057388159075479;low
0.7466666666666666;4.0;0.591834023146509;0.0046399946215928;low
0.7525;0.0;0.20639515861344332;0.010154915005007;low
0.7525;0.1666666666666666;0.23074384881863697;0.0101542649539548;low
0.7525;0.3333333333333333;0.2555546397914119;0.01015374695343;low
0.7525;0.5;0.283461442787551;0.010155612244064;low
0.7525;0.6666666666666666;0.30414752713231;0.0101569378514594;low
0.7525;0.8333333333333333;0.331405098898092;0.0101153016567082;low
0.7525;1.0;0.3590738143158117;0.0104232052556502;low
0.7525;1.1666666666666663;0.3886490021009848;0.0106010380482471;low
0.7525;1.3333333333333333;0.41932029044362246;0.0104903407528571;low
0.7525;1.5;0.44567682283510635;0.0105274738860183;low
0.7525;1.6666666666666663;0.4670667582402665;0.0109001869787248;low
0.7525;1.8333333333333333;0.4869384628731224;0.0109438831598018;low
0.7525;2.0;0.5091172406256248;0.0109704909426729;low
0.7525;2.1666666666666665;0.5257123839011415;0.0112323439526975;low
0.7525;2.333333333333333;0.5352506467816498;0.0115299946853871;low
0.7525;2.5;0.5514675350109288;0.0114462986772489;low
0.7525;2.6666666666666665;0.556955949502105;0.0117682796854838;low
0.7525;2.833333333333333;0.5656435051544431;0.0121214635452827;low
0.7525;3.0;0.5742301827960165;0.0124589025180472;low
0.7525;3.1666666666666665;0.5770276171826979;0.0126670356069583;low
0.7525;3.333333333333333;0.5769542661969167;0.0126623194102711;low
0.7525;3.5;0.5825342739132094;0.0130043006504257;low
0.7525;3.6666666666666665;0.5835148802262985;0.0133269044656944;low
0.7525;3.833333333333333;0.5825140430783996;0.013860156977711;low
0.7525;4.0;0.5849293852547554;0.013540813802988;low
0.7583333333333333;0.0;0.2045575572764416;0.0104101024702295;low
0.7583333333333333;0.1666666666666666;0.22915113633915687;0.0104080398746746;low
0.7583333333333333;0.3333333333333333;0.2542732472931086;0.0104060281229968;low
0.7583333333333333;0.5;0.2822747522510637;0.0104129533723789;low
0.7583333333333333;0.6666666666666666;0.3027358988804055;0.0104178610902296;low
0.7583333333333333;0.8333333333333333;0.3294356283392439;0.0102636603476121;low
0.7583333333333333;1.0;0.35728951908450274;0.0114039228292326;low
0.7583333333333333;1.1666666666666663;0.3862654302681475;0.0120625159169861;low
0.7583333333333333;1.3333333333333333;0.41571825092619824;0.011652390482373;low
0.7583333333333333;1.5;0.4418221711878568;0.011790219976011;low
0.7583333333333333;1.6666666666666663;0.462592769785212;0.0131718810313298;low
0.7583333333333333;1.8333333333333333;0.48184217151961656;0.0133116096425007;low
0.7583333333333333;2.0;0.5036065214707268;0.0135227608188745;low
0.7583333333333333;2.1666666666666665;0.5199230588193776;0.014604759087652;low
0.7583333333333333;2.333333333333333;0.5290924672524406;0.015684465295511;low
0.7583333333333333;2.5;0.5448018544467537;0.0153763107579201;low
0.7583333333333333;2.6666666666666665;0.550461467119962;0.0165683173026884;low
0.7583333333333333;2.833333333333333;0.5589835986533683;0.0178751684147555;low
0.7583333333333333;3.0;0.5671718918938616;0.0191234555064409;low
0.7583333333333333;3.1666666666666665;0.5697045135469383;0.0198944337907117;low
0.7583333333333333;3.333333333333333;0.5696999106183782;0.0198752527657591;low
0.7583333333333333;3.5;0.575829372746587;0.0211314769309186;low
0.7583333333333333;3.6666666666666665;0.5769465366627918;0.022416378041121;low
0.7583333333333333;3.833333333333333;0.5761628071932129;0.0238897881639722;low
0.7583333333333333;4.0;0.5787015656105038;0.0245507836713981;low
0.7641666666666667;0.0;0.20270066994623873;0.0104905273229293;low
0.7641666666666667;0.1666666666666666;0.2276318745466149;0.0104871980132973;low
0.7641666666666667;0.3333333333333333;0.2531792169633092;0.010483293324225;low
0.7641666666666667;0.5;0.28115226879777305;0.0104962694552186;low
0.7641666666666667;0.6666666666666666;0.3013577833659174;0.0105054441060679;low
0.7641666666666667;0.8333333333333333;0.32727472816422976;0.0102170932612434;low
0.7641666666666667;1.0;0.35523287940286297;0.0123492028923234;low
0.7641666666666667;1.1666666666666663;0.3833072362389399;0.0135806544665411;low
0.7641666666666667;1.3333333333333333;0.41108108024002527;0.0128135454066302;low
0.7641666666666667;1.5;0.4367831972461336;0.0130717349699694;low
0.7641666666666667;1.6666666666666663;0.4568158093530233;0.0156571598263581;low
0.7641666666666667;1.8333333333333333;0.475348758108887;0.0158846252019318;low
0.7641666666666667;2.0;0.4965023689187517;0.0164515718453665;low
0.7641666666666667;2.1666666666666665;0.5125034169183065;0.0186460123171663;low
0.7641666666666667;2.333333333333333;0.5214683585310272;0.0206299138277619;low
0.7641666666666667;2.5;0.5365534957447691;0.0200566005022489;low
0.7641666666666667;2.6666666666666665;0.5426380112528645;0.0222842968904752;low
0.7641666666666667;2.833333333333333;0.5512038899036509;0.0247253461599392;low
0.7641666666666667;3.0;0.5591256294229093;0.0270569018349947;low
0.7641666666666667;3.1666666666666665;0.5616205668639128;0.0284970234710578;low
0.7641666666666667;3.333333333333333;0.5620414541422358;0.0284606359974012;low
0.7641666666666667;3.5;0.5689166207349363;0.0308034398762451;low
0.7641666666666667;3.6666666666666665;0.5705166750265429;0.0332324892381411;low
0.7641666666666667;3.833333333333333;0.5703002954444211;0.0358185005164546;low
0.7641666666666667;4.0;0.5731539170419987;0.0376587269745511;low
0.77;0.0;0.2008244722988443;0.0103961962877928;low
0.77;0.1666666666666666;0.2261861426511468;0.0103917459830699;low
0.77;0.3333333333333333;0.25227269471788466;0.0103855490269739;low
0.77;0.5;0.28009404427513707;0.0104055674296158;low
0.77;0.6666666666666666;0.3000132142359947;0.0104196941625814;low
0.77;0.8333333333333333;0.32492209892389745;0.0099755960547228;low
0.77;1.0;0.35290348579956465;0.0132590614251077;low
0.77;1.1666666666666663;0.379773166248409;0.0151554123355956;low
0.77;1.3333333333333333;0.40540520885373116;0.0139738059331819;low
0.77;1.5;0.4305554281646408;0.0143720072382033;low
0.77;1.6666666666666663;0.4497302030703853;0.0183557684594523;low
0.77;1.8333333333333333;0.46745134878486355;0.018662676080312;low
0.77;2.0;0.48779614979118013;0.0197563948186734;low
0.77;2.1666666666666665;0.503444189509089;0.0233548062534866;low
0.77;2.333333333333333;0.5123697417454612;0.0263644610530609;low
0.77;2.5;0.5267123946419571;0.025485481341502;low
0.77;2.6666666666666665;0.5334775576843012;0.0289137016673118;low
0.77;2.833333333333333;0.542297648046017;0.0326683826658934;low
0.77;3.0;0.5500852510613458;0.0362543932443282;low
0.77;3.1666666666666665;0.5527710381208514;0.0384691038377996;low
0.77;3.333333333333333;0.5539765399014975;0.0384127911215554;low
0.77;3.5;0.5617949400702508;0.0420129830532391;low
0.77;3.6666666666666665;0.5642260340830042;0.0457662218093844;low
0.77;3.833333333333333;0.5649287859318372;0.0496353463157192;low
0.77;4.0;0.5682894277523153;0.0528513431841495;low
0.7758333333333333;0.0;0.19891595180616667;0.0101302577226834;low
0.7758333333333333;0.1666666666666666;0.22479990218593024;0.0101248464609628;low
0.7758333333333333;0.3333333333333333;0.25153802624082794;0.0101159652325203;low
0.7758333333333333;0.5;0.279086860044976;0.0101439873803359;low
0.7758333333333333;0.6666666666666666;0.29869241789583456;0.0101637299262568;low
0.7758333333333333;0.8333333333333333;0.32237357096204516;0.009542958051085;low
0.7758333333333333;1.0;0.35029854336614086;0.0141322651875232;low
0.7758333333333333;1.1666666666666663;0.3756656105943168;0.0167834323024991;low
0.7758333333333333;1.3333333333333333;0.3986998156243477;0.0151327254429937;low
0.7758333333333333;1.5;0.42314971277277563;0.0156898466710387;low
0.7758333333333333;1.6666666666666663;0.44134929204722945;0.0212603229860353;low
0.7758333333333333;1.8333333333333333;0.4581655250891057;0.0216380622676612;low
0.7758333333333333;2.0;0.4775052706177818;0.0234269077752935;low
0.7758333333333333;2.1666666666666665;0.49276296637578176;0.0287136604203038;low
0.7758333333333333;2.333333333333333;0.5018133420356692;0.0328657135161706;low
0.7758333333333333;2.5;0.5152959621538299;0.0316436611460502;low
0.7758333333333333;2.6666666666666665;0.5229960975289174;0.0364313278436218;low
0.7758333333333333;2.833333333333333;0.5322796787634517;0.0416719780055331;low
0.7758333333333333;3.0;0.5400648501926972;0.0466776756318715;low
0.7758333333333333;3.1666666666666665;0.5431686520180901;0.0497692914768053;low
0.7758333333333333;3.333333333333333;0.5455148938200892;0.0496902922247445;low
0.7758333333333333;3.5;0.5544695743837664;0.0547116026130206;low
